7.451966148853230720e-01,-8.211048619627181466e-03,-1.452852390524332904e-01,-4.646377252724644968e-01,3.194756327862213752e-02,-2.488963147568852285e-01,-7.590681810206989510e-02
1.546429879794004592e-01,7.665171548533855628e-02,-8.546658269664142438e-02,-6.279776016906444269e-01,-7.417156525158663527e-02,4.715910200203090596e-01,8.754772854919679048e-02
6.224709279013329599e-01,6.448008168341101687e-01,8.816351024645205925e-01,-4.385083088477799151e-01,-9.558277140481599154e-01,3.258383055402904738e-01,-4.699591583959255026e-01
7.795550996368749708e-01,6.643490776854044100e-02,-1.946964660394767677e-01,-9.076733187025718408e-01,8.109858057085084226e-03,1.500219194559444524e-01,-9.090497554532728230e-03
-8.057448305922809695e-02,1.158215641049729072e-01,4.182017187473796582e-03,-9.310050371463147734e-01,-2.156005046221367571e-01,9.988015615440186679e-01,1.912893795649814876e-01
1.228409482091397109e-02,5.197167579909507396e-01,4.230856479177762530e-01,4.481228257017657590e-01,-4.863244518893461432e-01,-2.033834241512284535e-01,-5.827591922450139350e-01
4.708118787867916488e-01,4.606931104275662214e-01,5.108527960615458774e-01,1.339218124505712204e-01,-6.539507485330520176e-01,-2.802182465856977167e-01,-6.743486675340792935e-01
8.702000119368014097e-02,6.142352267560839962e-01,4.985485033767655949e-01,6.092960735137165074e-02,-5.841921637022147173e-01,1.522678034314166595e-01,-4.681862886982215421e-01
2.148568924451317308e-01,1.943249292413273821e-02,-7.695463779591182885e-02,-2.336854887085402233e-01,-9.340628357869640297e-03,2.585475688446958742e-02,2.093600751572344265e-02
5.850233035677208093e-01,5.402783371133810242e-01,6.534497134780621330e-01,-2.183898950638849534e-01,-7.734099026994734061e-01,2.165417979764550083e-02,-5.610467841051294258e-01
6.151109611923111231e-02,7.355265190784230356e-01,6.221872902110137105e-01,-1.607232173035426648e-01,-7.087449194194412883e-01,4.740902306641237018e-01,-3.833883347836808397e-01
7.451966148853230720e-01,-8.211048619627181466e-03,-1.452852390524332904e-01,-4.646377252724644968e-01,3.194756327862213752e-02,-2.488963147568852285e-01,-7.590681810206989510e-02
1.546429879794004592e-01,7.665171548533855628e-02,-8.546658269664142438e-02,-6.279776016906444269e-01,-7.417156525158663527e-02,4.715910200203090596e-01,8.754772854919679048e-02
6.224709279013329599e-01,6.448008168341101687e-01,8.816351024645205925e-01,-4.385083088477799151e-01,-9.558277140481599154e-01,3.258383055402904738e-01,-4.699591583959255026e-01
7.795550996368749708e-01,6.643490776854044100e-02,-1.946964660394767677e-01,-9.076733187025718408e-01,8.109858057085084226e-03,1.500219194559444524e-01,-9.090497554532728230e-03
-8.057448305922809695e-02,1.158215641049729072e-01,4.182017187473796582e-03,-9.310050371463147734e-01,-2.156005046221367571e-01,9.988015615440186679e-01,1.912893795649814876e-01
1.228409482091397109e-02,5.197167579909507396e-01,4.230856479177762530e-01,4.481228257017657590e-01,-4.863244518893461432e-01,-2.033834241512284535e-01,-5.827591922450139350e-01
4.708118787867916488e-01,4.606931104275662214e-01,5.108527960615458774e-01,1.339218124505712204e-01,-6.539507485330520176e-01,-2.802182465856977167e-01,-6.743486675340792935e-01
8.702000119368014097e-02,6.142352267560839962e-01,4.985485033767655949e-01,6.092960735137165074e-02,-5.841921637022147173e-01,1.522678034314166595e-01,-4.681862886982215421e-01
2.148568924451317308e-01,1.943249292413273821e-02,-7.695463779591182885e-02,-2.336854887085402233e-01,-9.340628357869640297e-03,2.585475688446958742e-02,2.093600751572344265e-02
5.850233035677208093e-01,5.402783371133810242e-01,6.534497134780621330e-01,-2.183898950638849534e-01,-7.734099026994734061e-01,2.165417979764550083e-02,-5.610467841051294258e-01
6.151109611923111231e-02,7.355265190784230356e-01,6.221872902110137105e-01,-1.607232173035426648e-01,-7.087449194194412883e-01,4.740902306641237018e-01,-3.833883347836808397e-01
